instrumentid,loctimestamp,openprice,highprice,lowprice,lastprice,volume
EU0009658145D1,2001-12-18,3694.67,3722.41,3674.15,3680.55,
EU0009658145D1,2001-12-19,3669.35,3696.62,3624.52,3651.51,
EU0009658145D1,2001-12-20,3653.08,3668.05,3607.49,3617.47,
EU0009658145D1,2001-12-21,3609.74,3702.47,3575.69,3696.44,
EU0009658145D1,2001-12-24,3696.52,3699.41,3684.83,3696.98,
EU0009658145D1,2001-12-27,3704.91,3778.56,3704.91,3778.39,
EU0009658145D1,2001-12-28,3777.86,3824.31,3775.68,3806.13,
EU0009658145D1,2002-01-02,3804.44,3813.22,3745.05,3755.56,
EU0009658145D1,2002-01-03,3767.23,3845.9,3767.23,3833.09,
EU0009658145D1,2002-01-04,3838.28,3864.08,3802.27,3820.42,
EU0009658145D1,2002-01-07,3820.39,3839.77,3748.49,3754.42,
EU0009658145D1,2002-01-08,3744.27,3774.2,3714.68,3724.04,
EU0009658145D1,2002-01-09,3717.41,3735.38,3671.8,3722.98,
EU0009658145D1,2002-01-10,3710.99,3710.99,3644.07,3666.36,
EU0009658145D1,2002-01-11,3667.72,3713.62,3658.74,3696.66,
EU0009658145D1,2002-01-14,3697.16,3697.16,3584.24,3588.51,
EU0009658145D1,2002-01-15,3581.52,3648.25,3557.57,3637.2,
EU0009658145D1,2002-01-16,3631.01,3631.01,3567.92,3576.6,
EU0009658145D1,2002-01-17,3578.73,3652.97,3578.73,3649.43,
EU0009658145D1,2002-01-18,3638.5,3648.1,3606.59,3639.27,
EU0009658145D1,2002-01-21,3634.02,3634.48,3579.87,3601.97,
EU0009658145D1,2002-01-22,3600.21,3660.07,3581.53,3614.62,
EU0009658145D1,2002-01-23,3613.2,3649.66,3588.45,3648.81,
EU0009658145D1,2002-01-24,3658.94,3726.85,3658.94,3710.14,
EU0009658145D1,2002-01-25,3705.53,3705.94,3660.71,3701.3,
EU0009658145D1,2002-01-28,3702.2,3753.48,3702.2,3739.85,
EU0009658145D1,2002-01-29,3742.17,3754.12,3682.17,3684.65,
EU0009658145D1,2002-01-30,3673.3,3673.3,3600.55,3630.73,
EU0009658145D1,2002-01-31,3641.71,3690.56,3641.71,3670.26,
EU0009658145D1,2002-02-01,3675.91,3714.39,3671.4,3682.69,
EU0009658145D1,2002-02-04,3678.8,3678.8,3617.51,3619.23,
EU0009658145D1,2002-02-05,3609.51,3609.51,3507.58,3535.7,
EU0009658145D1,2002-02-06,3533.71,3553.33,3469.7,3485.38,
EU0009658145D1,2002-02-07,3481.14,3525.83,3447.01,3519.93,
EU0009658145D1,2002-02-08,3516.69,3534.21,3488.42,3507.46,
EU0009658145D1,2002-02-11,3514.17,3571.3,3514.17,3556.09,
EU0009658145D1,2002-02-12,3565.1,3598.58,3523,3543.27,
EU0009658145D1,2002-02-13,3545.23,3582.08,3515.62,3571.56,
EU0009658145D1,2002-02-14,3574.51,3620.62,3569.16,3616.14,
EU0009658145D1,2002-02-15,3610.25,3612.86,3554.24,3555.15,
EU0009658145D1,2002-02-18,3549.77,3564.47,3529.53,3537.52,
EU0009658145D1,2002-02-19,3535.04,3535.04,3446.87,3448.98,
EU0009658145D1,2002-02-20,3447.13,3467.36,3401.68,3433.08,
EU0009658145D1,2002-02-21,3435.62,3503.05,3435.62,3480.58,
EU0009658145D1,2002-02-22,3473.85,3473.85,3412.51,3430.18,
EU0009658145D1,2002-02-25,3432.11,3494.47,3424.68,3493.32,
EU0009658145D1,2002-02-26,3500.28,3556.53,3500.28,3519.8,
EU0009658145D1,2002-02-27,3526.08,3598.67,3525.79,3591.23,
EU0009658145D1,2002-02-28,3586.07,3644.92,3545.12,3624.74,
EU0009658145D1,2002-03-01,3619.4,3653.99,3601.27,3645.33,
EU0009658145D1,2002-03-04,3652.04,3760.17,3652.04,3748.55,
EU0009658145D1,2002-03-05,3747.95,3768.06,3717.36,3732.08,
EU0009658145D1,2002-03-06,3731.43,3751.1,3703.66,3748.67,
EU0009658145D1,2002-03-07,3752.63,3811.04,3752.63,3766.81,
EU0009658145D1,2002-03-08,3763.79,3806.75,3755.42,3787.25,
EU0009658145D1,2002-03-11,3787.32,3809.72,3749.47,3766.9,
EU0009658145D1,2002-03-12,3761.94,3762.64,3700.75,3723.95,
EU0009658145D1,2002-03-13,3724.95,3759.48,3699.37,3702.89,
EU0009658145D1,2002-03-14,3699.54,3725.55,3688.9,3711.44,
EU0009658145D1,2002-03-15,3709.41,3755.75,3691.06,3755.75,
EU0009658145D1,2002-03-18,3756.82,3799.37,3756.82,3778.72,
EU0009658145D1,2002-03-19,3776.95,3805.2,3774.87,3796.26,
EU0009658145D1,2002-03-20,3794.01,3796.19,3741.91,3747.27,
EU0009658145D1,2002-03-21,3745.09,3756.1,3716.33,3722.68,
EU0009658145D1,2002-03-22,3725.19,3755.2,3720.37,3744.37,
EU0009658145D1,2002-03-25,3743.04,3770.47,3710.05,3711.76,
EU0009658145D1,2002-03-26,3710.25,3746.22,3689.78,3732.75,
EU0009658145D1,2002-03-27,3732.73,3740.59,3710.97,3734.98,
EU0009658145D1,2002-03-28,3735.45,3789.9,3735.45,3784.05,
EU0009658145D1,2002-04-02,3779.26,3779.26,3733.97,3743.96,
EU0009658145D1,2002-04-03,3737.06,3760.59,3713.64,3748.44,
EU0009658145D1,2002-04-04,3742.93,3742.93,3677.21,3691.1,
EU0009658145D1,2002-04-05,3690.11,3705.62,3663.89,3677.72,
EU0009658145D1,2002-04-08,3673.52,3673.77,3584.18,3604.73,
EU0009658145D1,2002-04-09,3616.25,3651.38,3616.25,3623,
EU0009658145D1,2002-04-10,3611.77,3671.21,3588.74,3660.5,
EU0009658145D1,2002-04-11,3660.59,3675.26,3596.04,3596.04,
EU0009658145D1,2002-04-12,3590.49,3620.25,3589.54,3611.79,
EU0009658145D1,2002-04-15,3614.18,3654.16,3610.06,3650.23,
EU0009658145D1,2002-04-16,3656.98,3742.88,3656.08,3742.88,
EU0009658145D1,2002-04-17,3749.74,3786.55,3745.7,3746.69,
EU0009658145D1,2002-04-18,3744.5,3788.94,3692.98,3704.86,
EU0009658145D1,2002-04-19,3704.84,3711.36,3662.78,3709.01,
EU0009658145D1,2002-04-22,3704.54,3704.54,3639.87,3665.27,
EU0009658145D1,2002-04-23,3666.37,3688.14,3624.9,3657.8,
EU0009658145D1,2002-04-24,3653.86,3671.19,3614.35,3625.67,
EU0009658145D1,2002-04-25,3628.01,3628.01,3529.98,3574.38,
EU0009658145D1,2002-04-26,3577.82,3610.15,3558.11,3561.08,
EU0009658145D1,2002-04-29,3556.1,3556.1,3505.38,3538.74,
EU0009658145D1,2002-04-30,3537.01,3574.23,3512.64,3574.23,
EU0009658145D1,2002-05-02,3576.03,3592.58,3539.87,3543.12,
EU0009658145D1,2002-05-03,3534.7,3578.64,3488.18,3496.44,
EU0009658145D1,2002-05-06,3496.58,3503.71,3476.38,3479.29,
EU0009658145D1,2002-05-07,3471.39,3472.7,3389.66,3453.29,
EU0009658145D1,2002-05-08,3458.72,3540.66,3458.72,3540.64,
EU0009658145D1,2002-05-09,3539.06,3552.1,3514.16,3523.71,
EU0009658145D1,2002-05-10,3519.64,3519.64,3456.91,3465.12,
EU0009658145D1,2002-05-13,3459.42,3514.28,3425.98,3511.01,
EU0009658145D1,2002-05-14,3511.01,3589.4,3503.8,3575.62,
EU0009658145D1,2002-05-15,3583.43,3607.7,3557.58,3595.73,
EU0009658145D1,2002-05-16,3593.31,3606.48,3566.97,3579.03,
EU0009658145D1,2002-05-17,3582.82,3610.03,3550.56,3554.77,
EU0009658145D1,2002-05-20,3559.48,3572.87,3510.96,3518.98,
EU0009658145D1,2002-05-21,3520.63,3549.16,3487.75,3512.88,
EU0009658145D1,2002-05-22,3507.73,3508.92,3447.2,3459.02,
EU0009658145D1,2002-05-23,3460.18,3489.42,3440.18,3467.67,
EU0009658145D1,2002-05-24,3473.33,3502.54,3470.29,3477.06,
EU0009658145D1,2002-05-27,3476.56,3523.76,3474.53,3500.94,
EU0009658145D1,2002-05-28,3506.33,3540.22,3465.28,3472.4,
EU0009658145D1,2002-05-29,3471.18,3471.18,3443.69,3462.38,
EU0009658145D1,2002-05-30,3460.05,3460.05,3383.89,3388.44,
EU0009658145D1,2002-05-31,3388.97,3438.3,3381.24,3425.79,
EU0009658145D1,2002-06-03,3423.72,3440.17,3378.9,3382.54,
EU0009658145D1,2002-06-04,3377.17,3377.17,3252.8,3260.01,
EU0009658145D1,2002-06-05,3264.52,3304.69,3261.58,3267.77,
EU0009658145D1,2002-06-06,3270.33,3328.26,3267.48,3277.53,
EU0009658145D1,2002-06-07,3271.9,3271.9,3168.91,3210.5,
EU0009658145D1,2002-06-10,3210.54,3251.93,3185.49,3205.36,
EU0009658145D1,2002-06-11,3205.06,3281.46,3187.66,3265.27,
EU0009658145D1,2002-06-12,3257.68,3257.68,3173.66,3176.95,
EU0009658145D1,2002-06-13,3181.14,3227.76,3129.45,3142.21,
EU0009658145D1,2002-06-14,3137.62,3137.62,3005.18,3054.5,
EU0009658145D1,2002-06-17,3057.81,3194.13,3057.81,3193,
EU0009658145D1,2002-06-18,3196.72,3216.88,3166.45,3188.26,
EU0009658145D1,2002-06-19,3180.17,3180.17,3099.47,3122.35,
EU0009658145D1,2002-06-20,3116.45,3116.97,3038.23,3057.43,
EU0009658145D1,2002-06-21,3056.94,3092.6,2982.25,3036.29,
EU0009658145D1,2002-06-24,3031.9,3055.77,2909.23,2928.72,
EU0009658145D1,2002-06-25,2933.86,3024.72,2933.86,3008.29,
EU0009658145D1,2002-06-26,2992.02,2992.02,2827.79,2949.07,
EU0009658145D1,2002-06-27,2955.25,3042.63,2955.25,3002.74,
EU0009658145D1,2002-06-28,3005.88,3133.91,3005.88,3133.39,
EU0009658145D1,2002-07-01,3128.91,3193.5,3090.29,3131.39,
EU0009658145D1,2002-07-02,3124.5,3124.5,2994.14,2999.17,
EU0009658145D1,2002-07-03,2997.55,3034.57,2921.88,2928.94,
EU0009658145D1,2002-07-04,2935.25,3013.8,2935.25,3013.8,
EU0009658145D1,2002-07-05,3017.05,3165.47,3017.05,3165.47,
EU0009658145D1,2002-07-08,3160.57,3187.7,3127.76,3155.88,
EU0009658145D1,2002-07-09,3155.61,3176.16,3073.1,3113.69,
EU0009658145D1,2002-07-10,3106.94,3106.94,2983.09,2983.47,
EU0009658145D1,2002-07-11,2977.74,2977.74,2869.28,2883.92,
EU0009658145D1,2002-07-12,2890.41,2978.07,2848.8,2886.3,
EU0009658145D1,2002-07-15,2883.34,2902.55,2709.22,2709.22,
EU0009658145D1,2002-07-16,2714.99,2787.68,2611.56,2713.73,
EU0009658145D1,2002-07-17,2713.18,2846,2675.04,2819.63,
EU0009658145D1,2002-07-18,2819.1,2905.92,2798.12,2850.14,
EU0009658145D1,2002-07-19,2844.7,2844.7,2694.08,2695.46,
EU0009658145D1,2002-07-22,2691.45,2691.45,2536.11,2544.95,
EU0009658145D1,2002-07-23,2546.57,2627.87,2437.19,2458.56,
EU0009658145D1,2002-07-24,2455.2,2472.88,2293.12,2438.31,
EU0009658145D1,2002-07-25,2448.57,2571.91,2448.57,2515.2,
EU0009658145D1,2002-07-26,2514.89,2539.66,2399.91,2536.93,
EU0009658145D1,2002-07-29,2537.26,2723.01,2537.26,2723.01,
EU0009658145D1,2002-07-30,2724.54,2749.84,2659.73,2691.91,
EU0009658145D1,2002-07-31,2693.26,2796.18,2638.51,2685.79,
EU0009658145D1,2002-08-01,2683.56,2739,2539.97,2557.86,
EU0009658145D1,2002-08-02,2556.18,2581.36,2522.13,2547.12,
EU0009658145D1,2002-08-05,2548.08,2553.86,2446.68,2447.32,
EU0009658145D1,2002-08-06,2444.37,2607.55,2370.71,2592.24,
EU0009658145D1,2002-08-07,2592.31,2661.29,2559.44,2564.77,
EU0009658145D1,2002-08-08,2565.02,2702.97,2565.02,2697.92,
EU0009658145D1,2002-08-09,2701.59,2750.16,2656.42,2750.16,
EU0009658145D1,2002-08-12,2747.47,2747.47,2666.72,2670.78,
EU0009658145D1,2002-08-13,2671.09,2709.48,2614.44,2698.99,
EU0009658145D1,2002-08-14,2688.78,2688.78,2583.58,2590.75,
EU0009658145D1,2002-08-15,2597.92,2694.1,2597.92,2677.74,
EU0009658145D1,2002-08-16,2678.9,2721.53,2645.11,2713.96,
EU0009658145D1,2002-08-19,2712.75,2826.32,2691.12,2825.39,
EU0009658145D1,2002-08-20,2825.11,2844.74,2770.11,2771.4,
EU0009658145D1,2002-08-21,2771.56,2852.14,2765.32,2802.95,
EU0009658145D1,2002-08-22,2808.59,2872.79,2808.59,2872.02,
EU0009658145D1,2002-08-23,2873.19,2880.08,2815.43,2821.04,
EU0009658145D1,2002-08-26,2820.85,2851.16,2765.52,2771.19,
EU0009658145D1,2002-08-27,2774.46,2876.8,2774.46,2863.6,
EU0009658145D1,2002-08-28,2857.42,2857.42,2725.08,2729.93,
EU0009658145D1,2002-08-29,2729.53,2729.53,2645.08,2667.17,
EU0009658145D1,2002-08-30,2666.87,2726.26,2649.77,2709.29,
EU0009658145D1,2002-09-02,2707.04,2707.04,2638.47,2639.18,
EU0009658145D1,2002-09-03,2637.93,2637.93,2509.46,2509.46,
EU0009658145D1,2002-09-04,2508.58,2548.04,2462.7,2534.01,
EU0009658145D1,2002-09-05,2538.69,2568.65,2455.3,2511.53,
EU0009658145D1,2002-09-06,2516.69,2618.18,2494.72,2618.18,
EU0009658145D1,2002-09-09,2619.39,2619.4,2548.57,2564.81,
EU0009658145D1,2002-09-10,2569.55,2642.66,2569.55,2639.83,
EU0009658145D1,2002-09-11,2641.68,2733.94,2624.88,2723.14,
EU0009658145D1,2002-09-12,2722.16,2722.16,2590.18,2590.18,
EU0009658145D1,2002-09-13,2585.78,2585.78,2482.37,2530.8,
EU0009658145D1,2002-09-16,2530.98,2561.36,2493.03,2516.31,
EU0009658145D1,2002-09-17,2523.37,2605.57,2475.57,2493.42,
EU0009658145D1,2002-09-18,2489.14,2489.14,2370.74,2382.7,
EU0009658145D1,2002-09-19,2384.85,2418.28,2318.06,2328.29,
EU0009658145D1,2002-09-20,2328.1,2372.99,2280.68,2308.03,
EU0009658145D1,2002-09-23,2306.23,2354.79,2198.29,2217.48,
EU0009658145D1,2002-09-24,2217.39,2241.4,2119.35,2187.22,
EU0009658145D1,2002-09-25,2188.4,2283.2,2148.07,2238.11,
EU0009658145D1,2002-09-26,2248.41,2378.44,2248.41,2373.03,
EU0009658145D1,2002-09-27,2373.17,2384.75,2325.19,2343.22,
EU0009658145D1,2002-09-30,2334.11,2334.11,2162.68,2204.39,
EU0009658145D1,2002-10-01,2204.71,2271.72,2182.4,2266.55,
EU0009658145D1,2002-10-02,2272.64,2369.3,2272.64,2361.73,
EU0009658145D1,2002-10-03,2353.86,2381.44,2301.82,2305.18,
EU0009658145D1,2002-10-04,2302.86,2313.7,2215.54,2224.74,
EU0009658145D1,2002-10-07,2224.44,2232.34,2162.76,2207.62,
EU0009658145D1,2002-10-08,2212.05,2254.24,2149.47,2170.54,
EU0009658145D1,2002-10-09,2172.81,2189.03,2115.32,2150.27,
EU0009658145D1,2002-10-10,2148.09,2234.62,2116.11,2234.62,
EU0009658145D1,2002-10-11,2237.54,2351.95,2237.54,2351.81,
EU0009658145D1,2002-10-14,2350.43,2377.77,2291.89,2318.51,
EU0009658145D1,2002-10-15,2321.68,2485.13,2321.68,2485.13,
EU0009658145D1,2002-10-16,2479.22,2555.67,2427.84,2444.85,
EU0009658145D1,2002-10-17,2446.35,2566.7,2446.35,2536.45,
EU0009658145D1,2002-10-18,2541.96,2576.34,2466.45,2527.38,
EU0009658145D1,2002-10-21,2524.66,2549.84,2488.64,2549.84,
EU0009658145D1,2002-10-22,2549.13,2600.4,2505.11,2507.5,
EU0009658145D1,2002-10-23,2507.5,2540.63,2394.74,2399.77,
EU0009658145D1,2002-10-24,2407.04,2489.85,2407.04,2469.62,
EU0009658145D1,2002-10-25,2469.38,2475.28,2413.02,2456.91,
EU0009658145D1,2002-10-28,2456.91,2540.23,2456.91,2508.51,
EU0009658145D1,2002-10-29,2506.83,2511.11,2380.09,2383.5,
EU0009658145D1,2002-10-30,2388.92,2478.52,2379.08,2468.8,
EU0009658145D1,2002-10-31,2472.86,2541.58,2452.21,2518.99,
EU0009658145D1,2002-11-01,2510.38,2510.38,2437.64,2487.66,
EU0009658145D1,2002-11-04,2496.31,2592.84,2496.31,2592.55,
EU0009658145D1,2002-11-05,2591.12,2633.88,2553.67,2614.14,
EU0009658145D1,2002-11-06,2616.99,2663.84,2563.6,2578.36,
EU0009658145D1,2002-11-07,2580.33,2608.4,2480.1,2485.81,
EU0009658145D1,2002-11-08,2489.08,2510.51,2437.87,2450.42,
EU0009658145D1,2002-11-11,2449.84,2451.51,2399.52,2434.73,
EU0009658145D1,2002-11-12,2434.25,2472.34,2419.9,2454.27,
EU0009658145D1,2002-11-13,2452.14,2452.14,2383.77,2435.68,
EU0009658145D1,2002-11-14,2436.73,2530.96,2407.83,2525.74,
EU0009658145D1,2002-11-15,2528.5,2565.22,2515.79,2535.73,
EU0009658145D1,2002-11-18,2536.73,2594.14,2536.73,2572.65,
EU0009658145D1,2002-11-19,2565.05,2565.05,2526.65,2550.47,
EU0009658145D1,2002-11-20,2553.68,2572.27,2503.74,2544.38,
EU0009658145D1,2002-11-21,2551.74,2644.1,2551.74,2644.1,
EU0009658145D1,2002-11-22,2642.57,2665.15,2618.69,2648.14,
EU0009658145D1,2002-11-25,2651.88,2678.08,2621.63,2638.11,
EU0009658145D1,2002-11-26,2637.37,2647.26,2558.91,2564.49,
EU0009658145D1,2002-11-27,2563.67,2656.29,2535.28,2654.77,
EU0009658145D1,2002-11-28,2656.81,2689.83,2641.81,2669.89,
EU0009658145D1,2002-11-29,2669.84,2690.3,2643.71,2656.85,
EU0009658145D1,2002-12-02,2662.44,2728.84,2655.89,2662.49,
EU0009658145D1,2002-12-03,2667.72,2684.39,2585.42,2585.42,
EU0009658145D1,2002-12-04,2589.93,2598.61,2553.08,2577,
EU0009658145D1,2002-12-05,2579.14,2630.32,2512.98,2527.18,
EU0009658145D1,2002-12-06,2526.56,2549.24,2468.3,2531.66,
EU0009658145D1,2002-12-09,2535.88,2560.34,2459.02,2459.02,
EU0009658145D1,2002-12-10,2458.52,2493.02,2443.67,2486.94,
EU0009658145D1,2002-12-11,2486.19,2532.91,2480.91,2515.34,
EU0009658145D1,2002-12-12,2515.57,2525.66,2456.86,2471.37,
EU0009658145D1,2002-12-13,2469.87,2473.68,2405.45,2429.42,
EU0009658145D1,2002-12-16,2429.58,2522.51,2411.68,2522.05,
EU0009658145D1,2002-12-17,2523.32,2540.96,2485.96,2490.61,
EU0009658145D1,2002-12-18,2489.17,2489.17,2427.31,2427.31,
EU0009658145D1,2002-12-19,2428.98,2477.21,2370.85,2406.08,
EU0009658145D1,2002-12-20,2407.49,2464.88,2391.71,2438.97,
EU0009658145D1,2002-12-23,2440.91,2463.95,2428.34,2456.5,
EU0009658145D1,2002-12-27,2447.46,2447.46,2364.99,2364.99,
EU0009658145D1,2002-12-30,2362.79,2386.41,2348.01,2386.41,
EU0009658145D1,2003-01-02,2397.47,2522.24,2395.94,2522.24,
EU0009658145D1,2003-01-03,2521.77,2533.95,2491.15,2502.19,
EU0009658145D1,2003-01-06,2504.47,2533.79,2481.09,2529.86,
EU0009658145D1,2003-01-07,2534.2,2551.47,2482.31,2504.91,
EU0009658145D1,2003-01-08,2504.64,2504.64,2449.78,2449.78,
EU0009658145D1,2003-01-09,2450.18,2492.69,2404.38,2492.18,
EU0009658145D1,2003-01-10,2491.3,2517.2,2445.35,2489.01,
EU0009658145D1,2003-01-13,2490.09,2534.66,2484.46,2497.61,
EU0009658145D1,2003-01-14,2498.69,2529.63,2487.73,2509.43,
EU0009658145D1,2003-01-15,2513.41,2538.12,2474.69,2479.71,
EU0009658145D1,2003-01-16,2477.73,2492.37,2458.68,2474.88,
EU0009658145D1,2003-01-17,2471.15,2471.15,2390.36,2390.36,
EU0009658145D1,2003-01-20,2389.76,2412.25,2352.81,2352.81,
EU0009658145D1,2003-01-21,2355.08,2396.29,2322.67,2326.93,
EU0009658145D1,2003-01-22,2327.25,2343.07,2251.83,2278.22,
EU0009658145D1,2003-01-23,2280.13,2313.91,2262.99,2269.04,
EU0009658145D1,2003-01-24,2267,2302.18,2232.86,2234.56,
EU0009658145D1,2003-01-27,2231.8,2232.18,2150.04,2154.53,
EU0009658145D1,2003-01-28,2155.11,2196.05,2138.7,2159.8,
EU0009658145D1,2003-01-29,2160.84,2195.32,2086.32,2189.03,
EU0009658145D1,2003-01-30,2193.02,2246.66,2193.02,2238.19,
EU0009658145D1,2003-01-31,2232.18,2249.14,2172.72,2248.17,
EU0009658145D1,2003-02-03,2252.19,2286.2,2252.19,2270.73,
EU0009658145D1,2003-02-04,2267.54,2267.54,2182.15,2184.36,
EU0009658145D1,2003-02-05,2184.72,2227.38,2153.68,2225.44,
EU0009658145D1,2003-02-06,2221.14,2238.29,2154.55,2169.88,
EU0009658145D1,2003-02-07,2170.45,2190.59,2131.48,2133.6,
EU0009658145D1,2003-02-10,2133.62,2141.45,2100.83,2125.75,
EU0009658145D1,2003-02-11,2130.39,2199.57,2130.39,2190.28,
EU0009658145D1,2003-02-12,2184.39,2184.39,2133.4,2136.6,
EU0009658145D1,2003-02-13,2132.2,2154.83,2102.78,2123.71,
EU0009658145D1,2003-02-14,2126.6,2226.19,2126.6,2199.97,
EU0009658145D1,2003-02-18,2240.96,2291.66,2222.11,2280.82,
EU0009658145D1,2003-02-19,2275.21,2275.21,2207.05,2208.18,
EU0009658145D1,2003-02-20,2208.33,2241.09,2166.1,2173.77,
EU0009658145D1,2003-02-21,2172.68,2208.25,2164.4,2208.25,
EU0009658145D1,2003-02-24,2210.89,2220.33,2160.58,2160.58,
EU0009658145D1,2003-02-25,2155.33,2155.33,2071.25,2081.3,
EU0009658145D1,2003-02-26,2087.93,2112.47,2045.66,2058.97,
EU0009658145D1,2003-02-27,2056.98,2112.65,2037.74,2104.41,
EU0009658145D1,2003-02-28,2104.21,2146.79,2080.48,2140.73,
EU0009658145D1,2003-03-03,2144,2184.07,2134.32,2142.39,
EU0009658145D1,2003-03-04,2133.77,2133.77,2075.06,2093.04,
EU0009658145D1,2003-03-05,2086.39,2095.57,2059.29,2080.6,
EU0009658145D1,2003-03-06,2082.48,2098.58,2040.32,2043.35,
EU0009658145D1,2003-03-07,2039.66,2039.66,1981.47,1992.45,
EU0009658145D1,2003-03-10,1997.38,2006.51,1936.39,1936.39,
EU0009658145D1,2003-03-11,1935.49,1958.57,1902.22,1934.34,
EU0009658145D1,2003-03-12,1937.7,1955.57,1847.62,1849.64,
EU0009658145D1,2003-03-13,1851.41,1974.92,1851.41,1974.92,
EU0009658145D1,2003-03-14,1978.5,2091.47,1978.5,2079.71,
EU0009658145D1,2003-03-17,2074.03,2183.86,2000.04,2158,
EU0009658145D1,2003-03-18,2160.37,2223.96,2117.76,2153.86,
EU0009658145D1,2003-03-19,2151.75,2233.76,2129.67,2187.16,
EU0009658145D1,2003-03-20,2183.28,2205.99,2128.88,2156.89,
EU0009658145D1,2003-03-21,2161.43,2253.08,2161.43,2249.11,
EU0009658145D1,2003-03-24,2245.61,2245.61,2124.78,2124.78,
EU0009658145D1,2003-03-25,2122.23,2189.9,2058.4,2184.98,
EU0009658145D1,2003-03-26,2187.67,2227.49,2161.55,2172.64,
EU0009658145D1,2003-03-27,2171.41,2171.41,2103.71,2132.51,
EU0009658145D1,2003-03-28,2133.66,2145.64,2093.46,2132.11,
EU0009658145D1,2003-03-31,2124.23,2124.23,2022.25,2036.86,
EU0009658145D1,2003-04-01,2040.45,2083.83,2033.12,2067.23,
EU0009658145D1,2003-04-02,2075.49,2163.31,2075.49,2160.23,
EU0009658145D1,2003-04-03,2160.64,2219.99,2151.5,2182.97,
EU0009658145D1,2003-04-04,2181.4,2242.26,2158.2,2223.17,
EU0009658145D1,2003-04-07,2229.06,2347.33,2229.06,2314.54,
EU0009658145D1,2003-04-08,2306.61,2320.67,2270.78,2282.24,
EU0009658145D1,2003-04-09,2278.43,2326.3,2237.92,2279.52,
EU0009658145D1,2003-04-10,2273.85,2273.85,2220.43,2222.4,
EU0009658145D1,2003-04-11,2226.1,2293.85,2226.1,2247.47,
EU0009658145D1,2003-04-14,2250.74,2279.2,2220.42,2273.96,
EU0009658145D1,2003-04-15,2280.43,2341.28,2280.43,2317.72,
EU0009658145D1,2003-04-16,2323.92,2366.59,2292.77,2294.95,
EU0009658145D1,2003-04-17,2293.33,2326.7,2264.6,2324.27,
EU0009658145D1,2003-04-22,2327.1,2344.02,2290.16,2343.59,
EU0009658145D1,2003-04-23,2346.21,2402.16,2346.21,2365.97,
EU0009658145D1,2003-04-24,2365.74,2375.88,2308.14,2310.87,
EU0009658145D1,2003-04-25,2309.63,2328.34,2263.11,2271.92,
EU0009658145D1,2003-04-28,2269.95,2344.35,2256.15,2344.02,
EU0009658145D1,2003-04-29,2347.54,2387.63,2322.27,2322.27,
EU0009658145D1,2003-04-30,2323.74,2354.09,2312.87,2324.23,
EU0009658145D1,2003-05-02,2322.19,2322.19,2276.32,2321.9,
EU0009658145D1,2003-05-05,2324.87,2380.64,2324.87,2351.65,
EU0009658145D1,2003-05-06,2347,2389.7,2336.86,2389.7,
EU0009658145D1,2003-05-07,2389.38,2397.91,2349.41,2357.14,
EU0009658145D1,2003-05-08,2355.04,2361.61,2284.19,2287.24,
EU0009658145D1,2003-05-09,2287.95,2314.1,2259.36,2314.1,
EU0009658145D1,2003-05-12,2321.74,2336.8,2278.61,2318,
EU0009658145D1,2003-05-13,2321.14,2333.68,2293.24,2312.9,
EU0009658145D1,2003-05-14,2310.83,2350.03,2301.37,2309.93,
EU0009658145D1,2003-05-15,2311.85,2348.49,2298.09,2344.01,
EU0009658145D1,2003-05-16,2343.71,2375.9,2325.34,2349.13,
EU0009658145D1,2003-05-19,2345.71,2345.71,2245.41,2248.03,
EU0009658145D1,2003-05-20,2248.09,2262.99,2217.57,2249.06,
EU0009658145D1,2003-05-21,2248.85,2251.46,2196.81,2229.43,
EU0009658145D1,2003-05-22,2233.57,2261.98,2231.69,2261.98,
EU0009658145D1,2003-05-23,2263.03,2279.19,2223.77,2246.58,
EU0009658145D1,2003-05-26,2246.07,2271.8,2236.02,2242.16,
EU0009658145D1,2003-05-27,2242.52,2260.36,2197.97,2259.35,
EU0009658145D1,2003-05-28,2264.84,2318.36,2264.84,2309.33,
EU0009658145D1,2003-05-29,2308.41,2329.43,2295.92,2310.83,
EU0009658145D1,2003-05-30,2308.69,2350.5,2293.09,2330.06,
EU0009658145D1,2003-06-02,2336.72,2379.43,2336.72,2379.39,
EU0009658145D1,2003-06-03,2375.83,2375.83,2342.32,2366.31,
EU0009658145D1,2003-06-04,2369.69,2405.48,2359.19,2394.79,
EU0009658145D1,2003-06-05,2396.13,2412.41,2351.1,2365.76,
EU0009658145D1,2003-06-06,2369.13,2434.39,2369.13,2421.92,
EU0009658145D1,2003-06-09,2418.98,2418.98,2376.18,2388.55,
EU0009658145D1,2003-06-10,2388.22,2419.4,2377.89,2410.55,
EU0009658145D1,2003-06-11,2411.01,2457.21,2411.01,2452.4,
EU0009658145D1,2003-06-12,2452.91,2493.75,2452.91,2479.91,
EU0009658145D1,2003-06-13,2479.02,2487.76,2433.2,2440.32,
EU0009658145D1,2003-06-16,2435.56,2492.28,2412.57,2492.28,
EU0009658145D1,2003-06-17,2495.48,2530.23,2489.27,2505.99,
EU0009658145D1,2003-06-18,2506.22,2533.91,2493.04,2527.44,
EU0009658145D1,2003-06-19,2529.92,2536.77,2481.71,2491.99,
EU0009658145D1,2003-06-20,2491.7,2519.32,2475.14,2515.33,
